"568","568","The joy of the Lord
Will be my strength
I will not falter
I will not faint
He is my Shepherd
I am not afraid
The joy of the Lord
Is my strength

The joy of the Lord
The joy of the Lord
The joy of the Lord
Is my strength

Thy joy of the Lord
Will be my strength
He will uphold me
All of my days
I am surrounded by mercy
And grace
And the joy of the Lord
Is my strength

[Not in our arrangement:

The joy of the Lord
Will be my strength
I will not waiver
Walking by faith
He will be strong
To deliver me safe
The joy of the Lord
Is my strength  ]"
"569","569","
[Chorus:]
I'm never gonna run away, away from You
I open up my heart to You, I'm Yours
I'm pulling out my flag and I, I surrender
Anchor of my ship, You can hold me down
I'm never going to run, no, I'm never going to run.

[Verse 1:]
I'm never going to run, I am truly convinced
That Your ways are better, I'm not on the fence
Who distributes joy, who sets the soul free,
Who can forgive sin, Jesus, who died for me,
Yes it's true that I've been captured by Your love,
I've been captured by Your grace, I've been covered by Your blood,
I was lost but now I'm found, yes it's true You hold me,
Jesus here's my white flag, I surrender right now

[Chorus:]
I'm never gonna run away, away from You
I open up my heart to You, I'm Yours
I'm pulling out my flag and I, I surrender
Anchor of my ship, You can hold me down
I'm never going to run, no, I'm never going to run.

[Verse 2:]
How can I run away, or go take a hiatus,
When the decedent of David has proven He is the greatest,
You see, He mediates, He is the mediator,
Now I am so free, what a sweet savior

I found a real love and He is my ransom,
Not going to escape, I'm going to stay,
I'm captured yeah, but I'm so free,
And I finally know that I'm where I'm supposed to be,
So I raise my hands, I get on my knees,
Because there is nothing like the day the Spirit captured me,
And there is no one greater, I surrender I don't need another Savior,
I'm never going to run

[Chorus:]
I'm never gonna run away, away from You
I open up my heart to You, I'm Yours
I'm pulling out my flag and I, I surrender
Anchor of my ship, You can hold me down
I'm never going to run, no, I'm never going to run.

[Bridge:]
My ship was a wreck, I couldn't pay the debt,
And I lost all my treasure, so I hit the deck,
When I saw Your banner I knew I'd never run and
I'm staying forever, I'm never going to run, no

[Chorus:]
I'm never gonna run away, away from You
I open up my heart to You, I'm Yours
I'm pulling out my flag and I, I surrender
Anchor of my ship, You can hold me down
I'm never going to run, no, I'm never going to run.

Jesus here's my white flag, I surrender right now
"
"570","570","this love that reaches to my heart
feels so good don’t want to break apart
hold me close, don’t let me fall away
i thank you for each and every day
this love that reaches to my heart
feels so good don’t want to break apart
hold me close, don’t let me fall away
i thank you for each and every day

morning time, rub your eyes and look around
soak in all the beautiful sounds as you crack a window and hear
all the forces of nature and the blending of a whole new atmosphere
one question, reflection
the number of mornings that you show appreciation
’cause you’re alive here to see another day
did you thank god for waking you up today
to live life, and live to the fullest
to show love, and love without limits
live to love, and love to live
are the simple keys to this life we’ve been given
one life remains, go own it
one love reigns grow in it
and once you come to know the mercy of god we sing
once you come to know the love of god we sing

this love that reaches to my heart
feels so good don’t want to break apart
hold me close, don’t let me fall away
i thank you for each and every day
this love that reaches to my heart
feels so good don’t want to break apart
hold me close, don’t let me fall away
i thank you for each and every day

where do i start, lord how should i say this
there’s nothing better than the one that i came with
you’re my shining sun and you’re the pouring rain
oh god you took all the pain that was for me
and should’ve been for me
but you sent your son so graciously
and i’ll thank you each and every day
for the blessings you’ve poured out my way
i lay here full of sin, full of wrongs
took your blessings to write you this song
you sent me faith, sent me hope, sent me love
and they’re the three greatest things from above
i’m giving you my life and everything i have
and break my heart lord to do what you will
i know it’s gonna be hard but i’ll listen
’cause it’s love that i know is worth keeping

i’ve been searching hard all day and all night
looking for something that makes my soul feel right
in this sinful world the hate won’t stop
so i gotta spread your love lord be my solid rock
i admit god i take you for granted
your love unchanging i just can’t understand it
the fact that you gave your son to die
and how i still sin, it must kill you inside
father help me to see what you saw
all the pain and anguish when your son was nailed to the cross
i want to know you, the lover of my soul
jesus is the only one who makes me whole
love is patient, it’s kind,
it’s everything you are, without love, nothing’s right
to life say au revoir
work through me, spread the word through sound
share the love, shine the light, let your grace abound

this love that reaches to my heart
feels so good don’t want to break apart
hold me close, don’t let me fall away
i thank you for each and every day
this love that reaches to my heart
feels so good don’t want to break apart
hold me close, don’t let me fall away
i thank you for each and every day"
"571","571","Hook:
You are everywhere
You surround me Lord with Your graceful care
So open my eyes to Your sovereign plans
I surrender my life into Your hands

CL:
You’re everywhere at any time, at any time You’re everywhere beyond the limits of time
Creator of time, maybe given to help us measure and understand what it means to wait on the Divine
No limitations to Your nature is major
Knowing You are patiently there through the good and the failures
I can never be without the One who is greater
Newly created in Christ is bonded to the Creator
Your will is my sanctification (1 Thess. 4:3), circumstances I’m facing; Your grace is amazing!
You turn’em around from pain into praising
Countering attacks into ways I can praise You
Your Sovereignty is astonishing
How the Cosmic King dwells inside of me
Past iniquity He’s relinquished me
From the tyranny of chaos to His symphony

[Hook]

Sam Ock:
Give me eyes to see
My life in light of eternity
so i can know You in your pain
I know for me You felt the same
Upon that cross You died
You shine Your light into my life
So open my eyes to Your sovereign plan
i surrender my life into Your hands

[Hook]

J. Han
In the seasons when I’m all out of luck.
In the moments when I’m all crawled up.
In the days when I’m feeling really drained
running in a loopy maze of a life and begin to feel jaded.
I’m hidden in my bunker when the war goes on
while singing a somber song.
It’s the beginning of my demise.
All of my hope is gone; I am but just a pawn.
My life’s feeling like a neglected tool.
When I dine with the swine, is God there too?
If I get the short end of the stick,
will I be able to build a grand staff with the twigs?
But then I’m reminded I’m a beloved
son of a God who’s got dominion over the summit.
Romans 8:28 - man, I stand on it.
This is gonna be my banner; put a flag on it!

[Hook]"
"572","572","Hook: 
Oh, I am a new creation 
Given new life through salvation 
Livin' in regeneration 
And I shout to the nations (oh) 

J.Han:
Yo, I'm feeling like a new man. 
Given a purpose; now I got a new plan. 
Done with the juvenile; Now I'm pruning out 
all my childish ways, bye Peter Pan. 
Homie, let me get my grown-man on 
by putting on the garments of Christ! 
Did you know a real man is the one who loves God, 
not the person winning every single fight. 
We're invited to a celebration, a banquet. 
It's not the time for stoic, get sanguine. 
Dance for the Lord, we got no shame. 
We'll boogie to the rhythm and make a soul train. 
Let's fill up the streets with our praise, 
and get 'em thinking it's a Macy Day Parade! 
Get up! Go ahead and get your groove on. 
They say we're crazy; but we'll keep on rolling 
like an oolong. 

Bridge: 
get up and run, yea we get up and go 
got a new sound hear the heavenly flow (ho!) 

CL: 
Regenerated, deviated from a sinful life, alleviated 
By Jesus Christ, recreated, new nature, my season 
changes Desired sin, inebriated; now desire Him reinstated 
To the family of God, feast is waiting, for His 
children whose faith ceased to be shaken 
A new man with new plans, given by the Father, 
Ephesians 2:10 Living in the One who sits on the right 
hand Clothed in the garments of the God/Man 
Branching out from a new Vine, with a new life 
Yielding fruit from the true Light, given new sight 
Living proof of the true might driven through Christ 
Regenerated, this generations taking the nations to 
new heights 

Sam Ock: 
For the past and I are through 
for You have set me free 
From my flesh and now I'm grounded in Your truth 
So Lord won't You heed my cry 
leave my heart dissatisfied 
with anything but You 
with anything"
"573","573","The greatest day in history, death is beaten
You have rescued me
Sing it out, Jesus is alive
The empty cross, the empty grave
Life eternal, You have won the day
Shout it all, Jesus is alive
He's alive

[Chorus:]
Oh happy day, happy day
You washed my sin away
Oh happy day, happy day
I'll never be the same
Forever I am changed

When I stand, in that place
Free at last, meeting face to face
I am Yours, Jesus You are mine
Endless joy and perfect peace
Earthly pain finally will cease
Celebrate Jesus is alive
He's alive

[Bridge:]
Oh what a glorious day
What a glorious way
That You have saved me
Oh what a glorious day
What a glorious name
Jesus!"
"574","574","Everybody needs inspiration
Everybody needs a song
A beautiful melody when the night's so long
'Cause there is no guarantee that this life is easy

Yeah, when my world is falling apart
When there's no light to break up the dark
That's when I, I, I look at you

When the waves are flooding the shore
And I can't find my way home anymore
That's when I, I, I look at you

When I look at you, I see forgiveness, I see the truth
You love me for who I am like the stars hold the moon
Right there where they belong
And I know I'm not alone

Yeah, when my world is falling apart
When there's no light to break up the dark
That's when I, I, I look at you
[ From: http://www.metrolyrics.com/when-i-look-at-you-lyrics-miley-cyrus.html ]

When the waves are flooding the shore
And I can't find my way home anymore
That's when I, I, I look at you

You appear just like a dream to me
Just like kaleidoscope colors that prove to me
All I need, every breath that I breathe
Don't ya know, you're beautiful

Yeah, yeah

When the waves are flooding the shore
And I can't find my way home anymore
That's when I, I, I look at you
I look at you

Yeah, yeah, oh, oh
You appear just like a dream to me
"
"575","575","FORSAKEN BY HIS BROTHERS, DIDN’T FIT THE SCENE
BEING MADE A SLAVE WAS NOT WHAT JOSEPH DREAMED
THE COAT OF MANY COLORS WAS STAINED WITH BLOOD AND LIES
BUT FROM THIS DIVINE APPOINTMENT, A RULER WOULD ARISE
WHEN GOD HAS ANOTHER PLAN, WALK ON AND JUST SAY YES
WHEN GOD HAS ANOTHER PLAN, BE ASSURED THAT HE KNOWS BEST
WHEN ALL YOUR DREAMS ARE SHATTERED, REST IN HIS SUFFICIENT GRACE
WE DON’T HAVE TO UNDERSTAND, WHEN GOD HAS ANOTHER PLAN
ALONE AND BROKEN HEARTED, QUESTIONS FILL YOUR MIND
CHANGES CAN BE HARD THAT COME BY GOD’S DESIGN
BUT IF YOU COULD SEE TOMORROW WITH A VIEW FROM HEAVEN’S THRONE
EVERY UNEXPECTED STRUGGLE HAS LED YOU CLOSER HOME"
"576","576","Somewhere between the end
And the point where we begin
There's a fire burning brightly
That's found it's way to dim
When the feeling's gone...

Shine on Shine on
and onto something new its long and overdue
I will remember you
Shine on shine on
And let the other's see you've got your victory
Will you remember me

I was with you in the valley
And up upon that hill
So take just one more step in front of you
For I am with you still you still
And you're not alone
Shine on Shine on
And onto something new its long and overdue
I will remember you
Shine on shine on
And let the other's see you've got your victory
Will you remember me

Can you see my hands are open I am waiting just ahead
And you think you need it all now
But you needed me instead

Shine on shine on shine on shine on won't you won't you shine

Shine on Shine on
And onto something new its long and overdue
I will remember you
Shine on shine on
And let the other's see you've got your victory
Will you remember me

Somewhere between the end and the point where we began"
"577","577","I've got all these plans piled up sky high
A thousand dreams on hold
And I don't know why,
I got a front row seat
To the longest wait
And I just can't see
Past the things I pray
Today

But when I fix my eyes on all that You are
Then every doubt I feel
Deep in my heart
Grows strangely dim
All my worries fade
And fall to the ground
Cause when I seek Your face
And don't look around
Any place I'm in
Grows strangely dim

Sometimes where I stand
On this narrow road
Is in a raging storm
Or a valley low
But oh

When I fix my eyes on all that You are
Then every doubt I feel
Deep in my heart
Grows strangely dim
All my worries fade
And fall to the ground
Cause when I seek Your face
And don't look around
Any place I'm in
Grows strangely dim

I don't know, I don't know
What tomorrow may hold
But I know, but I know
That You're holding it all
So no matter what may come

I'm gonna fix my eyes on all that You are
'Til every doubt I feel
Deep in my heart
Grows strangely dim
Let all my worries fade
And fall to the ground
I'm gonna seek Your face
And not look around
Til the place I'm in
Grows strangely, strangely, strangely dim."
"578","578","Wish it could be easy
Why is life so messy?
Why is pain a part of us?
There are days I feel like
Nothing ever goes right
Sometimes it just hurts so much

But You're here
You're real
I know I can trust You

Even when it hurts
Even when it's hard
Even when it all just falls apart
I will run to You
'Cause I know that You are
Lover of my soul
Healer of my scars
You steady my heart [x2]

I'm not gonna worry
I know that You've got me
Right inside the palm of your hand
Each and every moment
What's good and what gets broken
Happens just the way You plan

You are here
You're real
I know I can trust You

Even when it hurts
Even when it's hard
Even when it all just falls apart
I will run to You
'Cause I know that You are
Lover of my soul
Healer of my scars
You steady my heart [x2]

And I will run to You
And find refuge in Your arms
And I will sing to You
'Cause of everything You are

You steady my heart [x2]

Even when it hurts
Even when it's hard
Even when it all just falls apart
I will run to You
'Cause I know that You are
Lover of my soul
Healer of my scars
You steady my heart [x2]

I'm not gonna worry
I know that you've got me
Right inside the palm of your hand
"
"579","579","VERSE 1

WHEN I THINK OF ALL MY FAULTS AND MY FAILURES, WHEN I CONSIDER ALL THE TIMES I'VE LET GOD DOWN

I AM HUMBLED BY THE GRACE HE HAS EXTENDED, I'M AMAZED AT THE MERCY I HAVE FOUND

I COULD NEVER EARN HIS LOVE ON MY OWN

BUT EVERY TIME I COME BEFORE HIS THRONE

CHORUS

I STAND REDEEMED BY THE BLOOD OF THE LAMB, I STAND REDEEMED BEFORE THE GREAT I AM

WHEN HE LOOKS AT ME, HE SEES THE NAIL-SCARRED HANDS THAT BOUGHT MY LIBERTY

I STAND REDEEMED

VERSE 2

EVEN AT MY BEST, I AM UNWORTHY, I HAVE NOTHING PRECIOUS I CAN GIVE

A BROKEN LIFE IS ALL I HAVE TO OFFER, AND YET, IT IS A PRICELESS GIFT TO HIM

THAT BITTER MARK OF SIN WILL NEVER FADE AWAY

BUT I CAN COME BEFORE HIM UNASHAMED

CHORUS"
"580","580","Verse 1
The Father has a plan, though it’s hard to see it now
You feel you’re walking all alone, but He is there, no doubt
When the storm around you rages and you’re tossed to and fro
When you’re faced with life’s decisions, not sure which way to go

Chorus 
Stand still and let God move
Standing still is hard to do
When you feel you have reached the end
He’ll make a way for you
Stand still and let God move

Verse 2
When the enemy surrounds you, and the walls are closing in	
When the tide is swiftly rising and you wonder where He’s been?
Friend, there never was a moment that His arms weren’t reaching out
You can rest assured and be secure God is moving right now

Chorus
Stand still and let God move
Standing still is hard to do
When you feel you have reached the end
He’ll make a way for you
Stand still and let God move

Tag
The answer will come, but only in His time
Stand still and let God move
Stand still and let God move"
"581","581","To the one whose dreams are falling all apart
And all you're left with is a tired and broken heart
I can tell by your eyes you think you're on your own
But you're not alone

Have you heard of the One who can calm the raging sea
Give sight to the blind, pull the lame up to their feet
With a love so strong and never let you go
No you're not alone

You will be safe in His arms, you will be safe in His arms
'Cause the hands that hold the world are holding your heart
This is the promise He made, He will be with you always
When everything is falling apart you will be safe in His arms

Did you know that the voice that brings the dead to life
Is the very same voice that calls you now to rise
So hear Him now He's calling you home
You will never be alone

These are the hands that built the mountains
The hands that calm the sea
These are the arms that hold the heavens
They are holding you and me
These are the hands that healed the leper
Pulled the lame up to their feet
These are the arms that were nailed to a cross
To break our chains and set us free

Safe in His arms, safe in His arms
Safe in His arms
When everything is falling apart
You will be safe in His arms"
"582","582","Who but You, could breathe and leave a trail of galaxies and dream of me?
What kind of Love is writing my story till the end with Mercy’s pen? Only You.
What kind of king would choose to wear a crown that bleeds and scars to win my heart?
What kind of Love tells me I’m the reason He can’t stay inside the grave?
You. Is it You? Standing here before my eyes, every part of my heart cries

Alive! Alive! Look what Mercy’s overcome; Death has lost and Love has won Alive! Alive!
Hallelujah, Risen Lord, the only One I fall before I am His because He is alive.

Who could speak, and send the demons back from where they came with just one Name?
What other heart would let itself be broken every time till He healed mine?
You. Only You could turn my darkness into dawn; running right into Your arms

Alive! Alive! Look what Mercy’s overcome; Death has lost and Love has won Alive! Alive!
Hallelujah, Risen Lord, the only One I fall before I am His because He is

Emmanuel, the promised King the baby who made angels sing Son of Man who walked with us, healing, breathing in our dust
The author of all history, the answer to all mysteries The Lamb of God who rolled away, the stone in front of every grave

Alive! Alive! Look what Mercy’s overcome;
Death has lost and Love has won Alive! I am His because He is alive. Alive!"
"583","583","Hey, heard you were up all night
Thinking about how your world ain't right
And you wonder if things will ever get better
And you're asking why is it always raining on you
When all you want is just a little good news
Instead of standing there stuck out in the weather

Oh, don't hang your head
It's gonna end
God's right there
Even if it's hard to see Him
I promise you that He still cares

[Chorus:]
When the waves are taking you under
Hold on just a little bit longer
He knows that this is gonna make you stronger, stronger
The pain ain't gonna last forever
And things can only get better
Believe me
This is gonna make you stronger
Gonna make you stronger, stronger, stronger
Believe me, this is gonna make you Stronger

Try and do the best you can
Hold on and let Him hold your hand
And go on and fall into the arms of Jesus
Oh, lift your head it's gonna end
God's right there
Even when you just can't feel Him
I promise you that He still cares

[Chorus]

'Cause if He started this work in your life
He will be faithful to complete it
If only you believe it
He knows how much it hurts
And I'm sure that He's gonna help you get through this

When the waves are taking you under
Hold on just a little bit longer
He knows that this is gonna make you stronger, stronger
The pain ain't gonna last forever
In time it's gonna get better
Believe me
This is gonna make you stronger"
"584","584","Jae:
Every widow, orphan child
Every prodigal unreconciled
Every beggar turn your gaze above
Come home into his arms of love

Michelle:
The harlot and the robber scorned
Clothed in garments soiled and torn
Jesus Christ will wash away your sins
And he'll love you 'til you're whole again

Tim:
You deaf and blind do not despair
In sickness or in health declare
God is steady in the raging tide
All our weakness in his strength abide

God to you we've cried and prayed
Before the cross our hopes we've laid
And curse the lies denying you are real
Holding onto faith that you will heal

Psalm Bird:
You prisoners and bartered slaves
You captives of the war be brave
Lift your shackled hands in victory 
And the Lord of Love will set you free

Calie:
Hallelujah, Hallelujah, every broken heart be brave!
Hallelujah, Hallelujah, yes the Lord will make a way!
Hallelujah, Hallelujah, yes the Lord will make a way!"
"585","585","One million reasons why, you shouldn't even try.
After all you're just one heart, a single candle in the dark.
And there are shadows here, feeding on your fears,
That you don't have what it takes - who are you to make a change?

But oh, oh, don't underestimate the God you follow.

Whatever you do, just don't look back.
Oh somebody needs the light you have.
Whatever you do, just don't lose heart.
Keep on pushing back the dark,
Keep on pushing back the dark.

The city on a hill, it should be shining still.
Every sinner saved by grace, has a purpose, has a place
Inside the bigger plan, we might not understand.
But if we just keep walking on, we will see the Kingdom come, yeah.

Whatever you do, just don't look back.
Oh somebody needs the light you have.
Whatever you do, just don't lose heart.
Keep on pushing back the dark,
Keep on pushing back the dark.

(Let your lights all shine...)
Oh, oh, don't underestimate the God you follow.
He is the light that burns inside your soul,
So keep on shining 'til the whole world knows.

Whatever you do, just don't look back.
Oh somebody needs the light you have.
Whatever you do, just don't lose heart.
Keep on pushing back the dark,
Just keep on pushing back the dark, dark.

Whatever you do, just don't look back.
Cause somebody needs the light you have.
Whatever you do, just don't lose heart.
Keep on pushing back the dark,
Keep on pushing back the dark, yeah

(Let your lights all shine)
When you feel like you're too small
(Let your lights all shine)
To do any good at all
(Let your lights all shine)
Like a sunrise through the window
(Let your lights all shine)
Like a symphony crescendo
(Let your lights all shine)
We are waking up again, we are rising from the dead
(Let your lights all shine)
We are shining like the stars, we are pushing back the dark
(Let your lights all shine)
Yeah, we are pushing back, pushing back the dark
(Let your lights all shine)
We are pushing back, we are pushing back, pushing back the dark
(Let your lights all shine)
Just pushing back, we are pushing back, pushing back the dark
(Let your lights all shine)"
"586","586","Everybody falls sometimes
Gotta find the strength to rise
From the ashes
And make a new beginning

Anyone can feel the ache
You think it's more than you can take
But you're stronger
Stronger than you know

Don't you give up now
The sun will soon be shining
You gotta face the clouds
To find the silver lining

I've seen dreams that move the mountains
Hope that doesn't ever end
Even when the sky is falling
I've seen miracles just happen
Silent prayers get answered
Broken hearts become brand new
That's what faith can do

It doesn't matter what you've heard
Impossible is not a word
It's just a reason
For someone not to try

Everybody's scared to death
When they decide to take that step
Out on the water
It'll be alright

Life is so much more
Than what your eyes are seeing
You will find your way
If you keep believing

I've seen dreams that move the mountains
Hope that doesn't ever end
Even when the sky is falling
I've seen miracles just happen
Silent prayers get answered
Broken hearts become brand new
That's what faith can do

Overcome the odds
You don't have a chance
(That's what faith can do)
When the world says you can't
It'll tell you that you can

I've seen dreams that move the mountains
Hope that doesn't ever end
Even when the sky is falling
And I've seen miracles just happen
Silent prayers get answered
Broken hearts become brand new
That's what faith can do
That's what faith can do

Even if you fall sometimes
You will have the strength to rise"
"587","587","
[Chorus]
I'm coming home
I'm coming home
tell the World I'm coming home
Let the rain wash away all the pain of yesterday
I know my kingdom awaits and they've forgiven my mistakes
I'm coming home, I'm coming home
tell the World I'm coming

Back where I belong stars in the sky
I've never felt so strong eh
feeling like there's nothing that I can't try
and if you feel me put your hands high, high, high, hey
and if you feel me put your hands high, high, hey

This is my story this is my song
if you aint got the heart, don't attempt to try this at home
it's just a poem from a man once living wrong
now I'm in the zone, tell the World I'm coming home
been a long time coming, been a long time coming
this song feel like the greatest of all time coming
cause I do it B-I-G, I remember we would be high
who'd have thought we'd be running rap when we was knee high
to appreciate the sun you gotta know what rain is
or cause I'm famous you don't gotta know what pain is
but I bounce back, would ya look at that
I take my spot at the top and I aint looking back

[Chorus]
I'm coming home
I'm coming home
tell the World I'm coming home
Let the rain wash away all the pain of yesterday
I know my kingdom awaits and they've forgiven my mistakes
I'm coming home, I'm coming home
tell the World I'm coming

Hey, confusion like I was losing my mind
but one thing I never lose is my grind
my closet need a lot of cleaning now
I can't sleep cause I dont like the sh-t I dream about
hey Dear Lord please help me get the demons out
and then help me get my genius out
and get back to what I had
if my good's outweigh my bads, do you think my mistakes is gon even out (even out)
I guess try and see, it's on my diary, I'm living for my kids
now they is just as fly as me
talk well, wonder if Andre Harrell knew how great I would be when he fired me

[Chorus x2]
I'm coming home
I'm coming home
tell the World I'm coming home
Let the rain wash away all the pain of yesterday
I know my kingdom awaits and they've forgiven my mistakes
I'm coming home, I'm coming home
tell the World I'm coming...home
"
"588","0",
"589","589","SAY SOMETHING

Say something, I'm giving up on you.
I'll be the one, if you want me to.
Anywhere, I would've followed you.
Say something, I'm giving up on you.

And I am feeling so small.
It was over my head
I know nothing at all.

And I will stumble and fall.
I'm still learning to love
Just starting to crawl.

Say something, I'm giving up on you.
I'm sorry that I couldn't get to you.
Anywhere, I would've followed you.
Say something, I'm giving up on you.

And I will swallow my pride.
You're the one that I love
And I'm saying goodbye.

Say something, I'm giving up on you.
And I'm sorry that I couldn't get to you.
And anywhere, I would have followed you.
Oh-oh-oh-oh say something, I'm giving up on you.

Say something, I'm giving up on you.
Say something...


BELOVED

Love of my life
Look deep in my eyes
There you will find what you need 

And give me your life
The lust and the lies
And the past you're afraid I might see
You've been running away from me, yeah 

You're my beloved lover
I'm yours
And Death shall not part us
It's you I died for
For better or worse
Forever we'll be
My love it unites us and it binds you to me
It's a mystery 

Love of my life
Look deep in my eyes
There you will find what you need 

I'm the giver of life
I'll clothe you in white
My immaculate bride you will be
Oh, come running home to me, yeah

You're my beloved lover
I'm yours
And Death shall not part us
It's you I died for
For better or worse
Forever we'll be
My love it unites us and it binds you to me, yeah

You've been a mistress, my wife
Chasing lovers that won't satisfy
Won't you let me make you my bride
You will drink of my lips and you'll taste new life

You're my beloved lover
I'm yours
And Death shall not part us
It's you I died for
For better or worse
Forever we'll be
My love it unites us and it binds you to me
It's a mystery"
"590","590","""You Found Me""

Is this a dream?
If it is
Please don't wake me from this high
I'd become comfortably numb
Until you opened up my eyes
To what it's like
When everything's right
I can't believe

You found me
When no one else was lookin'
How did you know just where I would be?
Yeah, you broke through
All of my confusion
The ups and the downs
And you still didn't leave
I guess that you saw what nobody could see
You found me
You found me

So, here we are
That's pretty far
When you think of where we've been
No going back
I'm fading out
All that has faded me within
You're by my side
Now everything's fine
I can't believe

You found me
When no one else was lookin'
How did you know just where I would be?
Yeah, you broke through
All of my confusion
The ups and the downs
And you still didn't leave
I guess that you saw what nobody could see
You found me
You found me

And I was hiding
'Til you came along
And showed me where I belong
You found me
When no one else was lookin'
How did you know?
How did you know?

You found me
When no one else was lookin'
How did you know just where I would be?
Yeah, you broke through
All of my confusion
The ups and the downs
And you still didn't leave
I guess that you saw what nobody could see
You found me

(You found me)
(When no one else was lookin')
You found me
(How did you know just where I would be?)
You broke through
All of my confusion
The ups and the downs
And you still didn't leave
I guess that you saw what nobody could see
The good and the bad
And the things in between
You found me
You found me
"
"591","591","If I could, I'd rewrite history
I'd choose differently; if I could, I would
I'd leave out the part where I broke Your heart
In the garden's shade, fix the mess I made
If I could, I would

If I could, close my eyes and then
Dance around again; if I could, I would
Be who You adored, why did I need more?
When beauty was not trained to hide behind my shame
If I could, I would.

Can You hear us cry?
Wishing we could turn back time
To feel Your breath when branches move
Take one more sunset walk with You
Must each tomorrow hold
Such brokenness untold?
Can't imagine how You could
See all of me and say it's good

If I could hold one memory
It would surely be how You walked with us
I'd go back in time, untell my first lie
And let love's injury heal in spite of me

Can You hear us cry?
Wishing we could turn back time
To feel Your breath when branches move
Take one more sunset walk with You
Must each tomorrow hold
Such brokenness untold?
Can't imagine how You could
See all of me and say it's good
And say it's good

It is good. It is good.
You still love us more than we believed You could
Could there be something more?
Will it ever be the way it was before?

Can You hear us cry?
Wishing we could turn back time
To feel Your breath when branches move
Take one more sunset walk with You
Must each tomorrow hold
Such brokenness untold?
Can't imagine how You could
See all of me and say it's good"
"592","592","You walked with me
Footprints in the sand
And helped me understand
Where I'm going

You walked with me
When I was all alone
With so much unknown
Along the way

Then I heard you say

I promise you
I'm always there
When your heart is filled with sorrow and despair
I'll carry you
When you need a friend
You'll find my footprints in the sand

I see my life
Flash across the sky
So many times have I been so afraid

And just when I
I thought I'd lost my way
You gave me strength to carry on

That's when I heard you say

I promise you
I'm always there
When your heart is filled with sorrow and despair
And I'll carry you
When you need a friend
You'll find my footprints in the sand
When I'm weary
Well I know you'll be there
And I can feel you
When you say

I promise you
Oh, I'm always there
When your heart is filled with sadness and despair
I'll carry you
When you need a friend
You'll find my footprints in the sand

When your heart is full of sadness and despair
I'll carry you
When you need a friend
You'll find my footprints in the sand
"
"593","593","
Patience took you for everything
Looked like a diamond ring
You wore it so much longer
That made sense

Apathy in disguise
Crept on you like a spy
Hurt you in ways
You cant describe

Back to the start now
I wont let you go this way now

Honesty is what you need
It sets you free like someone to save you
Let it go but hurry now
There's undertow and I dont wanna lose you now

Alright, sit down and spill your heart
Let's start from the very start
'Cause I can see by your eyes
Youre wasted

Your energy comes and goes
You taking your time, you know
Nothing can change what happened

So, back to the start now
I wont let you go this way now

Honesty is what you need
It sets you free like someone to save you
Let it go but hurry now
There's undertow and I dont wanna lose you now
Dont wanna lose you now, now

Oh, my, look at your bright stars fade so
How much can you take?

Honesty is what you need
It sets you free like someone to save you
Let it go but hurry now
There's undertow and I dont wanna lose you

Someone to save you
Someone to save you
Someone to save you

Save you, save you
Someone to save you
What you need is
Someone to save you
"
"594","594","A reckless love too wild to understand
Breathing the world to life in Your romance
So here I am
Your love has got me up in arms again
And this hope won't let me go

My joy is boundless
My soul knows its worth
In arms stretching wider
Than my heart could ever fall

You own the skies and still You want my heart
Casting Your throne aside to lift me up
So here I am
Your love has got me up in arms again
And this hope won't let me go

My joy is boundless
My soul knows its worth
In arms stretching wider
Than my heart could ever fall

Your word is final
Your name above all
The cross my reminder
Your love is forever
Cause here I am
Your love has got me up in arms again
And this hope won't let me go

My joy is boundless
My soul knows its worth
In arms stretching wider
Than my heart could ever fall

Your word is final
Your name above all
The cross my reminder
Your love is forever
Cause here I am
Your love has got me up in arms again
And this hope won't let me go
Here I am
Jesus take my life and all I have
Now this hope won't let me go
"
"595","595","Who spoke the Earth and sky to form
Who sets the sun and calls the dawn
Who breathed me out of dust to life
With the will to trust or run and hide

I will stay should the world by me fold
Lift up Your name as the darkness falls
I will wait and hold fast to Your word
Heart on Your heart and my eyes on You

Who loved me through my rebel way
Who chose to carry all my shame
Who breaths in me with endless life
The king of glory Jesus Christ

I will stay should the world by me fold
Lift up Your name as the darkness falls
I will wait and hold fast to Your word
Heart on Your heart and my eyes on You

God of wonder and God of grace
Let my soul stand always to praise You
Fix my eyes on Your perfect way
And I'll never look back

I will stay should the world by me fold
Lift up Your name as the darkness falls
I will wait and hold fast to Your word
Heart on Your heart and my eyes on You

Who lifts the poor and heals the blind
Who trampled death for all mankind
Who stands for all with arms stretched wide
My King forever Jesus Christ "
